;crl.tot;dollar;bang;money;n000;make;yesno
2729;5;0;0;0;0;0;n
2730;5;0;0;0;0;0;n
2731;138;0;0;0;0;0;n
2732;9;0;0;0;0;0;n
2733;512;0;0;0;0;0;n
2734;1192;0,006;0,027;0;0,04;0,04;n
2735;34;0;0;0;0;0;n
2736;377;0;0;0;0;0;n
2737;81;0;0,088;0;0;0;n
2738;194;0,037;0;0;0;0;n
2739;40;0;0;0;0;0;n
2740;367;0;0,02;0;0;0,27;n
2741;3;0;0;0;0;0;n
2742;27;0;0;0;0;0;n
2743;124;0;0;0;0;0;n
2744;103;0;0;0;0;0;n
2745;178;0;0;0;0;0;n
2746;17;0;0;0;0;0;n
2747;116;0;0,063;0;0;0;n
2748;13;0;0;0;0;0;n
2749;21;0;0;0;0;0;n
2750;50;0;0,139;0;0;0;n
2751;5;0;0;0;0;0;n
2752;15;0;0;0;0;0;n
2753;1108;0,16;0;0;0;0;n
2754;89;0;0,075;0;0;0;n
2755;157;0;0,329;0;0;0;n
2756;136;0;0;0;0;0;n
2757;192;0;0,052;0;0;0;n
2758;129;0;0,084;0;0;0;n
2759;101;0;0;0;0;0;n
2760;79;0;0,286;0;0;0;n
2761;224;0;0,041;0;0;0;n
2762;81;0;0;0;0;0;n
2763;9;0;0;0;0;0;n
2764;2349;0,005;0;0;0;0,01;n
2765;16;0;0;0;0;0;n
2766;8;0;0;0;0;0;n
2767;1073;0,015;0;0;0;0,05;n
2768;9;0;0;0;0;0;n
2769;88;0;0;0;0;0;n
2770;100;0;0;0;0;0;n
2771;53;0;0,276;0;0;0;n
2772;111;0;0;0;0;0,26;n
2773;15;0;0;0;0;0;n
2774;473;0;0;0;0;0;n
2775;116;0;0,413;0;0;0;n
2776;163;0;0,134;0;0;0;n
2777;237;0;0;0;0;0;n
2778;8;0;0;0;0;0;n
2779;10;0;0;0;0;0;n
2780;67;0;0,217;0;0;0;n
2781;10;0;0;0;0;0;n
2782;45;0;0;0;0;1,17;n
2783;51;0;0;0;0;0;n
2784;34;0;0;0;0;0;n
2785;9;0;0;0;0;0;n
2786;48;0;0;0;0;0;n
2787;13;0;0;0;0;1,63;n
2788;11;0;0;0;0;0;n
2789;100;0;0;0;0;0;n
2790;6;0;0;0;0;0;n
2791;18;0;0,735;0;0;0;n
2792;5;0;0;0;0;0;n
2793;14;0;0;0;0;0;n
2794;97;0;0;0;0;0;n
2795;118;0;0;0;0;0;n
2796;82;0;0;0;0;0;n
2797;8;0;0;0;0;0;n
2798;11;0;0;0;0;0;n
2799;9;0;0;0;0;0;n
2800;8;0;0;0;0;0;n
2801;88;0;0,116;0;0;0;n
2802;53;0;0;0;0;2;n
2803;161;0;0;0;0;0;n
2804;6;0;0;0;0;0;n
2805;41;0;0;0;0;0;n
2806;43;0;0,506;0;0;0;n
2807;91;0;0;0;0;0;n
2808;298;0;0;0;0;0;n
2809;215;0,069;0;0;0;0;n
2810;58;0;0;0;0;0;n
2811;61;0;0;0;0;0,86;n
2812;7;0;0;0;0;0;n
2813;7;0;0;0;0;0;n
2814;7;0;0;0;0;0;n
2815;103;0;0;0;0;0;n
2816;574;0,053;0;0;0;0;n
2817;212;0;0,059;0;0;0;n
2818;43;0;0;0;0;0;n
2819;107;0;0;0;0;0;n
2820;349;0;0;0;0;0,39;n
2821;45;0;0;0;0;0;n
2822;52;0;0,043;0;0;0;n
2823;55;0;0;0;0;0;n
2824;29;0;0;0;0;0;n
2825;31;0;0;0;0;1,16;n
2826;52;0;0,344;0;0;0;n
2827;5;0;0;0;0;2,27;n
2828;187;0;0;0;0;0;n
2829;49;0;0;0;0;0;n
2830;939;0,061;0,038;0,05;0;0,1;n
2831;8;0;0;0;0;0;n
2832;35;0;0;0;0;0;n
2833;42;0;0;0;0;0;n
2834;378;0;0;0;0;0;n
2835;48;0;0;0;0;0;n
2836;8;0;0;0;0;0;n
2837;161;0;0;0;0;0;n
2838;67;0;0,367;0;0;0;n
2839;43;0;0;0;0;0;n
2840;31;0;0,171;0;0;0;n
2841;71;0;0;0;0;0;n
2842;303;0,108;0;0;0,38;0,19;n
2843;48;0;0;0;0;0;n
2844;186;0;0;0;0;0;n
2845;115;0;0;0;0;0;n
2846;65;0;0;0;0;0;n
2847;10;0;0;0;0;0;n
2848;30;0;0;0;0;0;n
2849;9;0;0;0;0;0;n
2850;73;0;0;0;0;0;n
2851;240;0;0;0;0;0,16;n
2852;456;0,017;0;0;0;0,12;n
2853;15;0;0;0;0;0;n
2854;10;0;0;0;0;0;n
2855;425;0,016;0;0,12;0,12;0,24;n
2856;47;0;0,44;0;0;0;n
2857;189;0;0;0;0;0;n
2858;112;0;0;0;0;0;n
2859;57;0;0;0;0;0;n
2860;46;0;0;0;0;0;n
2861;282;0;0;0;0;0;n
2862;89;0;0;0;0;0;n
2863;33;0;0;0;0;0;n
2864;10;0;0;0;0;0;n
2865;73;0;0,133;0;0;0;n
2866;38;0;0;0;0;0;n
2867;13;0;0,925;0;0;0;n
2868;47;0;0;0;0;0;n
2869;890;0,021;0;0;0;0,07;n
2870;1617;0,008;0;0;0;0,05;n
2871;204;0;0;0;0;0;n
2872;2688;0,009;0;0;0;0,03;n
2873;1345;0,017;0;0;0;0,06;n
2874;47;0;0,338;0;0;0;n
2875;47;0;0;0;0;0;n
2876;61;0,043;0;0;0;0;n
2877;3168;0;0,016;0,03;0;0,01;n
2878;68;0;0,162;0;0;0;n
2879;21;0;1,156;0;0;0;n
2880;6;0;0;0;0;0;n
2881;55;0;0;0;0;0;n
2882;41;0;0;0;0;0;n
2883;15;0;0,595;0;0;0;n
2884;20;0;0,763;0;0;0;n
2885;30;0;0;0;0;0;n
2886;7;0;0;0;0;0;n
2887;6;0;0;0;0;0;n
2888;4;0;0;0;0;0;n
2889;58;0;0,11;0;0;0;n
2890;195;0;0,043;0;0;0;n
2891;37;0;0;0;0;0;n
2892;43;0;0,192;0;0;0;n
2893;7;0;0;0;0;0;n
2894;139;0;0;0;0;0;n
2895;18;0;0;0;0;0;n
2896;90;0;0;0;0;0;n
2897;40;0;0;0;0;0;n
2898;26;0;0;0;0;0;n
2899;141;0;0;0;0;0;n
2900;112;0;0;0;0;0;n
2901;590;0,039;0;0;0;0;n
2902;89;0;0;0;0;0;n
2903;68;0;0;0;0;0,84;n
2904;6;0;0;0;0;0;n
2905;48;0;0,085;0;0;0;n
2906;78;0;0;0;0;0;n
2907;37;0;0;0;0;0;n
2908;25;0;0,523;0;0;0;n
2909;227;0;0;0;0;0;n
2910;4;0;0;0;0;0;n
2911;1738;0,009;0,019;0;0;0,06;n
2912;160;0;0;0;0;0;n
2913;112;0;0;0;0;0,52;n
2914;4;0;0;0;0;0;n
2915;38;0;0;0;0;0;n
2916;315;0;0;0;0;0;n
2917;638;0,051;1,027;0,33;0;0,16;n
2918;95;0;0,109;0;0;0;n
2919;122;0;0,181;0;0;0;n
2920;147;0;0;0;0;0;n
2921;190;0;0,024;0,13;0;0;n
2922;34;0;0;0;0;0;n
2923;30;0;0;0;0;0;n
2924;61;0;0;0;0;0;n
2925;8;0;0;0;0;0;n
2926;211;0;0;0;0;0;n
2927;2;0;0;0;0;0;n
2928;29;0;0;0;0;0;n
2929;317;0;0;0;0,13;0;n
2930;36;0;0,375;0;0;0;n
2931;168;0,042;0,042;0;0;0;n
2932;77;0,124;0;0;0;0,43;n
2933;71;0;0;0;0;0;n
2934;1;0;0;0;0;0;n
2935;6;0;0;0;0;0;n
2936;54;0;0;0;0;0;n
2937;909;0,025;0;0;0;0,18;n
2938;678;0,03;0;0;0;0,11;n
2939;880;0,019;0;0;0;0,06;n
2940;1080;0,014;0;0;0;0,05;n
2941;99;0;0;0;0;0;n
2942;12;0;0;0;0;0;n
2943;417;0,053;0,07;0,1;0;0,1;n
2944;67;0;0;0;0;0;n
2945;128;0,054;0;0;0;0;n
2946;525;0,043;0;0;0;0,1;n
2947;10;0;0;0;0;0;n
2948;285;0;0;0;0;0;n
2949;212;0;0,344;0;0;0,29;n
2950;10;0;0;0;0;0;n
2951;60;0;0;0;0;0;n
2952;312;0,069;0;0;0;0;n
2953;60;0;0;0;0;0;n
2954;707;0,009;0;0;0,07;0;n
2955;48;0;0;0;0;0;n
2956;1589;0;0;0;0;0;n
2957;40;0;0;0;0;0;n
2958;500;0;0;0;0,08;0,08;n
2959;38;0;0;0;0;0;n
2960;28;0;0;0;0;0;n
2961;110;0;0;0;0;0;n
2962;22;0;0;0;0;0;n
2963;255;0,097;0;0;0;0;n
2964;98;0;0;0;0;0;n
2965;38;0;0;0;0;0;n
2966;41;0;0;0;0;0;n
2967;23;0;0;1,73;0;0,86;n
2968;283;0;0;0;0;0;n
2969;219;0;0;0;0;0;n
2970;52;0;0;0;0;0;n
2971;156;0;0;0;0;0;n
2972;61;0;0,15;0;0;0;n
2973;511;0;0;0;0;0,1;n
2974;40;0;0;0;0;0;n
2975;11;0;0;0;0;0;n
2976;48;0;0;0;0;0;n
2977;321;0,049;0,247;0;0;0;n
2978;183;0;0;0;0;0;n
2979;29;0;0;0;0;0;n
2980;209;0;0;0;0;0;n
2981;20;0;0;0;0;0;n
2982;38;0;0;0;0;0;n
2983;30;0;0;0;0;0;n
2984;90;0;0;0;0;0;n
2985;57;0;0;0;0;0;n
2986;1123;0,021;0,029;0;0,05;0,1;n
2987;43;0;0,436;0;0;0;n
2988;86;0;0;0;0;0;n
2989;1787;0;0;0;0;0,04;n
2990;31;0;0,103;0;0;0;n
2991;274;0;0;0;0;0;n
2992;211;0;0,05;0;0;0;n
2993;183;0;0;0;0;0;n
2994;75;0;0,128;0;0;0;n
2995;38;0;0;0;0;0;n
2996;153;0;0;0;0;0;n
2997;144;0;0;0;0;0;n
2998;55;0;0;0;0;0;n
2999;322;0;0;0;0;0,27;n
3000;54;0;0;0;0;0;n
3001;38;0;0;0;0;0;n
3002;6;0;0;0;0;0;n
3003;155;0,079;0,105;0;0,15;0,47;n
3004;91;0;0,195;0;0;0;n
3005;53;0;0;0;0;2;n
3006;10;0;0;0;0;0;n
3007;1329;0,013;0;0;0;0,05;n
3008;387;0;0;0;0;0;n
3009;791;0,021;0;0;0;0,07;n
3010;896;0,016;0;0;0;0,05;n
3011;3334;0,005;0;0;0;0,03;n
3012;205;0;0;0;0;0;n
3013;22;0;0;0;0;0;n
3014;113;0;0;0;0;0,41;n
3015;64;0;0;0;0;0;n
3016;24;0;0;0;0;0;n
3017;25;0;0;0;0;0;n
3018;164;0;0,301;0;0;0;n
3019;38;0;0;0;0;0;n
3020;38;0;0;0;0;0;n
3021;74;0,069;0;0;0;0;n
3022;119;0;0;0;0;0;n
3023;641;0,125;0;0;0,09;0;n
3024;44;0;0;0;0;0;n
3025;130;0;0;0;0;0;n
3026;90;0;0,487;0;0;0;n
3027;95;0;0;0;0;0;n
3028;92;0;0;0;0;0;n
3029;2;0;0;0;0;0;n
3030;15;0;0;0;0;0;n
3031;408;0;0;0;0;0,3;n
3032;8;0;0;0;0;0;n
3033;20;0;0;0;0;0;n
3034;37;0;0;0;0;0;n
3035;37;0;0;0;0;0;n
3036;13;0;0;0;0;0;n
3037;7;0;0;0;0;0;n
3038;45;0;0;0;0;0;n
3039;87;0;0;0;0;0;n
3040;3;0;0;0;0;0;n
3041;227;0;0,06;0;0;0;n
3042;1825;0;0;0;0;0,05;n
3043;73;0;0,09;0;0;0;n
3044;464;0;0;0;0;0;n
3045;7;0;0;0;0;0;n
3046;45;0;0,111;0;0;0;n
3047;11;0;0;0;0;0;n
3048;25;0;0;0;0;0;n
3049;6;0;0;0;0;0;n
3050;164;0;0;0;0;0;n
3051;47;0;0,327;0;0;0;n
3052;109;0;0;0;0;0;n
3053;51;0;0;0;0;0;n
3054;822;0;0;0;0;0;n
3055;43;0;0,42;0;0;0;n
3056;238;0;0;0;0;0;n
3057;69;0;0;0;0;0;n
3058;49;0;0;0;0;0;n
3059;106;0;0,367;0;0;0;n
3060;10;0;0;0;0;0;n
3061;31;0;0;0;0;0;n
3062;244;0;0;0;0;0,17;n
3063;167;0,331;0;0;0;0;n
3064;378;0;0;0;0;0;n
3065;152;0;0,244;0;0;0;n
3066;18;0;0;0;0;0;n
3067;80;0;0,312;0;0;0,59;n
3068;26;0;0;0;0;0;n
3069;2015;0;0,126;0;0;0,02;n
3070;89;0;0,068;0;0;0;n
3071;127;0;0,177;0;0;0;n
3072;11;0;0,666;0;0;0;n
3073;102;0;0,209;0;0;0;n
3074;12;0;0;0;0;0;n
3075;193;0;0;0;0;0;n
3076;177;0;0,32;0;0;0,37;n
3077;34;0;0;0;0;0;n
3078;9;0;0;0;0;0;n
3079;9;0;0;0;0;0;n
3080;9;0;0;0;0;0;n
3081;157;0;0,216;0;0;0;n
3082;9;0;0;0;0;0;n
3083;9;0;0;0;0;0;n
3084;64;0;0,596;0;0;0;n
3085;47;0;0,314;0;0;0;n
3086;8;0;0;0;0;0;n
3087;92;0;0;0;0;1,02;n
3088;92;0;0,085;0;0;0;n
3089;55;0;0,487;0;0;1;n
3090;941;0,008;0;0;0;0,06;n
3091;31;0;0,833;0;0;0;n
3092;49;0;0;0;0;0;n
3093;9;0;0;0;0;0;n
3094;55;0;0,227;0;0;0;n
3095;53;0;0,263;0;0;0;n
3096;94;0;0,406;0;0;0;n
3097;69;0;0,1;0;0;0;n
3098;5;0;0;0;0;0;n
3099;63;0;0,098;0;0;0;n
3100;9;0;0;0;0;0;n
3101;9;0;0;0;0;0;n
3102;56;0;0,185;0;0;1,07;n
3103;9;0;0;0;0;0;n
3104;8;0;0;0;0;0;n
3105;118;0;0,042;0;0,25;0;n
3106;8;0;0;0;0;0;n
3107;9;0;0;0;0;0;n
3108;96;0,048;0,048;0;0;0;n
3109;66;0;0;0;0;0;n
3110;20;0;0;0;0;0;n
3111;33;0;0;0;0;0;n
3112;37;0;0;0;0;0;n
3113;263;0;0,107;0;0;0;n
3114;65;0;0,484;0;0;0;n
3115;1131;0;0,013;0;0;0;n
3116;239;0;0;0;0;0;n
3117;9;0;0;0;0;0;n
3118;49;0;0;0;0;0;n
3119;9;0;0;0;0;0;n
3120;9;0;0;0;0;0;n
3121;9;0;0;0;0;0;n
3122;9;0;0;0;0;0;n
3123;9;0;0;0;0;0;n
3124;8;0;0;0;0;0;n
3125;8;0;0;0;0;0;n
3126;9;0;0;0;0;0;n
3127;9;0;0;0;0;0;n
3128;9;0;0;0;0;0;n
3129;9;0;0;0;0;0;n
3130;9;0;0;0;0;0;n
3131;9;0;0;0;0;0;n
3132;9;0;0;0;0;0;n
3133;9;0;0;0;0;0;n
3134;9;0;0;0;0;0;n
3135;9;0;0;0;0;0;n
3136;7;0;0;0;0;0;n
3137;9;0;0;0;0;0;n
3138;9;0;0;0;0;0;n
3139;9;0;0;0;0;0;n
3140;9;0;0;0;0;0;n
3141;9;0;0;0;0;0;n
3142;9;0;0;0;0;0;n
3143;9;0;0;0;0;0;n
3144;9;0;0;0;0;0;n
3145;4;0;0;0;0;0;n
3146;5;0;0;0;0;0;n
3147;13;0;0;0;0;0;n
3148;15;0;0;0;0;0;n
3149;4;0;0;0;0;0;n
3150;1094;0,158;0;0;0;0;n
3151;7;0;0;0;0;0;n
3152;1232;0;0;0;0;0;n
3153;12;0;0;0;0;0;n
3154;1029;0;0;0;0;0;n
3155;22;0;0;0;0;0;n
3156;1122;0,021;0,01;0;0;0;n
3157;43;0;0;0;0;0;n
3158;1;0;0;0;0;0;n
3159;267;0;0,02;0;0;0,38;n
3160;67;0;0;0;0;0;n
3161;74;0;0;0;0;0,44;n
3162;47;0;0;0;0;0;n
3163;82;0;0;0;0;0;n
3164;1160;0;0;0;0;0,13;n
3165;1;0;0;0;0;0;n
3166;20;0;0;0;0;0;n
3167;6;0;0;0;0;0;n
3168;7;0;0;0;0;0;n
3169;20;0;0;0;0;0;n
3170;358;0;0;0;0;0;n
3171;13;0;0;0;0;0;n
3172;17;0;0;0;0;0;n
3173;5;0;0;0;0;0;n
3174;15;0;0;0;0;0;n
3175;7;0;0;0;0;0;n
3176;258;0;0;0;0;0,21;n
3177;4;0;0;0;0;0;n
3178;4;0;0;0;0;0;n
3179;447;0;0,019;0;0;0;n
3180;82;0;0;0;0;0;n
3181;26;0;0;0;0;0;n
3182;21;0;0;0;0;0;n
3183;14;0;0,289;0;0;0;n
3184;20;0;0;0;0;0;n
3185;5395;0,09;0,002;0;0;0,01;n
3186;36;0;0;0;0;3,94;n
3187;58;0;0,136;0;0;0;n
3188;31;0;0;0;0;0;n
3189;18;0;0;0;0;0;n
3190;37;0;0,476;0;0;0;n
3191;5;0;0;0;0;0;n
3192;601;0;0;0;0;0;n
3193;297;0,03;0;0;0,06;0,19;n
3194;17;0;0,586;0;0;0;n
3195;49;0;0,107;0;0;0;n
3196;617;0,166;0;0;0;0,13;n
3197;12;0;0,373;0;0;0;n
3198;6;0;0;0;0;0;n
3199;2;0;0;0;0;0;n
3200;172;0;0;0;0;0,26;n
3201;172;0;0;0;0;0,26;n
3202;173;0;0;0;0;0;n
3203;45;0;0;0;0;0;n
3204;175;0;0,045;0;0;0;n
3205;29;0;0;0;0;0;n
3206;772;0,377;0,022;0,16;0;0;n
3207;1361;0,071;0,071;0;0,04;0,04;n
3208;162;0;0,057;0;0;0;n
3209;686;0,041;0;0;0;0,09;n
3210;3086;0,004;0;0;0;0,02;n
3211;1161;0,016;0;0;0;0,05;n
3212;1090;0,016;0;0;0;0,05;n
3213;910;0,053;0;0;0,05;0;n
3214;163;0;0;0;0;0;n
3215;7;0;0;0;0;0;n
3216;40;0;0;0;0;0;n
3217;101;0,084;0;0;0;0,27;n
3218;37;0,63;0;0;0;0;n
3219;33;0;0;0;0;0;n
3220;138;0;0;0;0;0;n
3221;114;0;0;0;0;0;n
3222;12;0;0;0;0;0;n
3223;78;0;0;0;0;0;n
3224;37;0;0;0;0;0;n
3225;53;0;0;0;0;2;n
3226;238;0;0;0;0;0;n
3227;51;0;0;0;0;0;n
3228;4;0;0;0;0;0;n
3229;5;0;0;0;0;0;n
3230;6;0;0;0;0;0;n
3231;54;0;0;0;0;0;n
3232;85;0;0;0,56;0;0;n
3233;65;0,219;0;0;0;0;n
3234;5;0;0;0;0;0;n
3235;10;0;0;0;0;0;n
3236;41;0;0;0;0,74;0,74;n
3237;35;0;0;0;0;0;n
3238;3;0;0;0;0;0;n
3239;38;0;0;0;0,97;0,97;n
3240;65;0;0;0;0;0;n
3241;42;0;0;0;0;0;n
3242;13;0;0;0;2,12;0;n
3243;12;0;0;0;0;0;n
3244;148;0;0;0;0;0;n
3245;30;0;0;0;0;0;n
3246;4;0;0;0;0;0;n
3247;112;0;0;0;0;0,34;n
3248;139;0;0;0;0;0;n
3249;21;0;0;0;0;0;n
3250;16;0;0;0;0;0;n
3251;164;0;0;0;0;0;n
3252;168;0;0;0;0;0;n
3253;15;0;0;0;0;0;n
3254;156;0;0;0;0;0;n
3255;167;0;0;0;0;0;n
3256;1081;0,058;0,022;0;0,05;0,1;n
3257;19;0;0,143;0;0;0;n
3258;377;0;0;0;0;0;n
3259;143;0;0;0;0;0;n
3260;42;0;0;0,39;0;0,78;n
3261;16;0;0;0;0;0;n
3262;568;0;0,031;0;0;0,22;n
3263;122;0;0;0;0;0;n
3264;116;0;0;0;0;0;n
3265;87;0;0;0;0;0,49;n
3266;97;0;0;0;0;0;n
3267;99;0;0;0;0;0;n
3268;101;0;0;0;0;0;n
3269;37;0;0;0;0;0;n
3270;46;0;0;0;0;0;n
3271;23;0;0,709;0;0;0;n
3272;30;0;0;0;0;0;n
3273;47;0;0;0;0;0;n
3274;37;0;0;0;0;0;n
3275;64;0,665;0;0;0;0;n
3276;64;0,665;0;0;0;0;n
3277;149;0;0;0;0;0;n
3278;28;0;0;0;0;0;n
3279;132;0;0;0;0;0;n
3280;130;0;0;0;0;0;n
3281;136;0;0;0;0;0;n
3282;1303;0,014;0;0;0;0,05;n
3283;113;0;0;0;0;0;n
3284;86;0;0;0;0;0,23;n
3285;143;0;0;0;0;0,23;n
3286;62;0;0;0;0;0;n
3287;963;0,016;0;0;0;0,05;n
3288;4;0;0;0;0;0;n
3289;1538;0,427;0,014;0;0;0,13;n
3290;1;0;0;0;0;0;n
3291;490;0,029;0;0;0;0,1;n
3292;571;0,031;0;0;0;0,11;n
3293;558;0;0;0;0;0;n
3294;1758;0,007;0;0;0;0,02;n
3295;71;0;0;0;0;0;n
3296;19;0;0;0;0;0;n
3297;26;0;0,74;0;0;0;n
3298;3;0;0;0;0;0;n
3299;685;0,053;0,035;0;0;0;n
3300;5;0;0;0;0;0;n
3301;10;0;0;0;0;0;n
3302;227;0;0;0;0;0;n
3303;33;0;0;0;0;0;n
3304;215;0;0,048;0;0;0;n
3305;117;0;0;0;0;0;n
3306;17;0;0;0;0;0;n
3307;19;0;0,505;0;0;0;n
3308;59;0;0;0;0;0;n
3309;278;0,242;0,282;0;0;0;n
3310;168;0;0;0;0;0,71;n
3311;7;0;0;0;0;0;n
3312;35;0;0;0;0;0;n
3313;56;0;0;0;0;0;n
3314;81;0;0,083;0;0;0;n
3315;30;0;0;0;0;0;n
3316;430;0;0;0;0;0;n
3317;72;0;0,271;0;0;0;n
3318;372;0;0;0;0;0;n
3319;72;0;0;0;0;0;n
3320;31;0;0;0;0;0;n
3321;20;0;0;0;0;0;n
3322;19;0;0,2;0;0;0;n
3323;13;0;0;0;0;0;n
3324;40;0;0;0;0;0;n
3325;139;0;0;0;0;0;n
3326;432;0,063;0,021;0;0;0;n
3327;210;0;0;0;0;0;n
3328;206;0;0,037;0;0;0;n
3329;552;0,066;0;0;0,09;0;n
3330;24;0;0;0;0;0;n
3331;37;0;0;0;0;0;n
3332;14;0;0;0;0;0;n
3333;904;0,013;0;0;0;0;n
3334;26;0;0;0;0;0;n
3335;41;0;0;0;0;0;n
3336;18;0;0;0;0;0;n
3337;17;0;0;0;0;0;n
3338;204;0;0;0;0;0,35;n
3339;598;0;0,025;0;0;0;n
3340;338;0,059;0,119;0;0,48;0;n
3341;1223;0,044;0,014;0;0;0;n
3342;107;0;0;0;0;0;n
3343;23;0;0;0;0;0;n
3344;68;0;0;0;0;0;n
3345;33;0;0;0;0;0;n
3346;4;0;0;0;0;0;n
3347;23;0;0;0;0;0;n
3348;17;0;0;0;0;0;n
3349;6;0;0;0;0;0;n
3350;6;0;0;0;0;0;n
3351;10;0;0;0;0;0;n
3352;598;0,011;0;0;0;0;n
3353;15;0;0;0;0;0;n
3354;61;0;0;0;0;0;n
3355;32;0;0;0;0;0;n
3356;542;0,022;0,057;0;0;0,08;n
3357;34;0;0,304;0;0;0;n
3358;55;0;0;0;0;0;n
3359;35;0;0;0;0;0;n
3360;23;0;0;0;0;0;n
3361;10;0;0;0;0;0;n
3362;39;0;0;0;0;0;n
3363;30;0;0;0;0;0;n
3364;44;0;0;0;0;0;n
3365;63;0;0,094;0;0;0;n
3366;17;0;0;0;0;0;n
3367;23;0;0,193;0;0;0;n
3368;62;0;0,237;0;0;0;n
3369;91;0;0;0;0;0;n
3370;9;0;0;0;0;0;n
3371;72;0;0;0;0;0;n
3372;146;0,205;0,37;0,23;0,23;0,23;n
3373;7;0;0;0;0;0;n
3374;549;0,032;0;0;0;0,11;n
3375;505;0,031;0;0;0;0,11;n
3376;5;0;0;0;0;0;n
3377;12;0;0;0;0;0;n
3378;14;0;0;0;0;0;n
3379;38;0;0,102;0;0;1,19;n
3380;673;0,024;0;0;0;0,08;n
3381;1423;0,014;0;0;0;0,05;n
3382;715;0,024;0;0;0;0,17;n
3383;46;0;0;0;0;0;n
3384;576;0,043;0;0,07;0,15;0;n
3385;15;0;1,098;0;0;0;n
3386;48;0;0,173;0;0;0;n
3387;133;0;0;0;0;0;n
3388;19;0;0;0;0;0;n
3389;14;0;0,178;0;0;1,26;n
3390;26;0;0;0;0;0;n
3391;372;0,04;0,04;0;0;0;n
3392;262;0;0,043;0;0;0;n
3393;110;0;0;0;0;0;n
3394;84;0;0,387;0;0;0,68;n
3395;179;0;0,065;0;0;0;n
3396;5;0;0;0;0;0;n
3397;20;0;0,391;0;0;0;n
3398;45;0;0,403;0;0;0;n
3399;15;0;0;0;0;0;n
3400;375;0;0;0;0;0;n
3401;2458;0,041;0,015;0;0;0;n
3402;26;0;0;0;0;1,23;n
3403;5;0;0;0;0;0;n
3404;7;0;0;0;0;0;n
3405;77;0;0,079;0;0;0;n
3406;7;0;0;0;0;0;n
3407;9;0;0;0;0;1,75;n
3408;96;0;0;0;0;0;n
3409;22;0;0;0;0;0;n
3410;3;0;0;0;0;0;n
3411;22;0;0,181;0;0;0;n
3412;29;0;0;0;0;0;n
3413;359;0,024;0;0;0;0;n
3414;7;0;0;0;0;0;n
3415;7;0;0;0;0;0;n
3416;106;0;0;0;0;0;n
3417;175;0;0;0;0;0;n
3418;15;0;0;0;0;0;n
3419;14;0;0,961;0;0;0;n
3420;41;0;0;0;0;0;n
3421;29;0;0;0;0;0;n
3422;61;0;0;0;0;0;n
3423;40;0;0;0;0;0;n
3424;237;0;0,039;0;0;0,77;n
3425;85;0;0,124;0;0;0;n
3426;1356;0,016;0,028;0;0;0,07;n
3427;10;0,719;0;0;0;0;n
3428;95;0;0;0;0;0;n
3429;76;0;0;0;0;0,89;n
3430;10;0,724;0;0;0;0;n
3431;50;0;0;0;0;0;n
3432;16;0;0;0;0;0;n
3433;193;0;0,056;0;0;0;n
3434;49;0;0;0;0;0;n
3435;43;0;0;0;1,25;0;n
3436;418;0,017;0;0;0,25;0;n
3437;53;0;0;0;0;2;n
3438;23;0;0;0;0;0;n
3439;47;0;0;0;0;0;n
3440;41;0;0,097;0;0;0;n
3441;114;0;0,109;0;0;0;n
3442;20;0;0;0;0;0;n
3443;199;0;0;0;0;0;n
3444;142;0;0;0;0;0,23;n
3445;8;0;0;0;0;0;n
3446;18;0;0,74;0;0;0;n
3447;132;0;0;0;0;0;n
3448;11;0;0;0;0;0;n
3449;31;0;0;0;0;0;n
3450;9;0;0;0;0;0;n
3451;411;0,084;0,028;0;0;0,21;n
3452;39;0;0,523;0;0;0;n
3453;600;0;0,017;0;0;0,11;n
3454;198;0;0;0;0;0;n
3455;85;0;0;0;0;0,75;n
3456;29;0;0;0;0;0;n
3457;28;0;0,444;0;0;0;n
3458;142;0;0;0;0;0;n
3459;9;0;0,8;0;0;0;n
3460;12;0;0;0;0;0;n
3461;64;0;0;0;0;0;n
3462;130;0;0,122;0;0;0;n
3463;665;0;0;0;0;0,06;n
3464;78;0;0;0;0;0;n
3465;28;0;0;0;0;0;n
3466;115;0;0;0;0;0,26;n
3467;420;0;0;0;0;0,13;n
3468;58;0;0,153;0;0;0;n
3469;15;0;0,645;0;0;0;n
3470;14;0;0,414;0;0;1,17;n
3471;7;0;0;0;0;0;n
3472;83;0;0;0;0;0;n
3473;9;0;0;0;0;0;n
3474;11;0;0;0;0;0;n
3475;5;0;0;0;0;0;n
3476;230;0;0;0;0;0;n
3477;5;0;0;0;0;0;n
3478;8;0;0;0;0;0;n
3479;13;0;0;0;0;3,03;n
3480;103;0;0;0;0;0;n
3481;148;0;0;0;0;0;n
3482;168;0;0,072;0;0;0;n
3483;51;0;0,208;0;0;0;n
3484;653;0,029;0;0;0;0,11;n
3485;17;0;0;0;0;0;n
3486;112;0,407;0,407;0;0;0;n
3487;28;0;0,448;0;0;0;n
3488;44;0;0;0;0;0;n
3489;105;0;0;0;0;0;n
3490;32;0;0;0;0;0;n
3491;7;0;0;0;0;0;n
3492;6;0;0;0;0;0;n
3493;251;0;0;0;0;0;n
3494;25;0;0;0;0;0;n
3495;201;0;0;0;0;0;n
3496;6;0;0;0;0;0;n
3497;146;0;0;0;0;0;n
3498;156;0;0;0;0;0;n
3499;26;0;0;0;0;0;n
3500;26;0;0;0;0;0;n
